# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.04206e-05 to 53.4232 h/Mpc,
# number of wavenumbers equal to 243
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_dmeff                6:d_ur                   7:d_tot                  8:phi                    9:psi                
       1.042057218184e-05      -1.589235243694e-05      -1.191931420282e-05      -1.191931462096e-05      -1.191931461482e-05      -1.589234463179e-05      -1.203261518463e-05       6.121772528159e-01       5.968461848040e-01 
       1.125187501919e-05      -1.852910915858e-05      -1.389689966698e-05      -1.389690023537e-05      -1.389690022703e-05      -1.852909854861e-05      -1.402899859012e-05       6.121772103140e-01       5.968461608032e-01 
       1.214949517534e-05      -2.160333575275e-05      -1.620259397623e-05      -1.620259474887e-05      -1.620259473753e-05      -2.160332133003e-05      -1.635660956502e-05       6.121771270000e-01       5.968460981193e-01 
       1.311872312515e-05      -2.518761499357e-05      -1.889083652567e-05      -1.889083757597e-05      -1.889083756055e-05      -2.518759538796e-05      -1.907040491794e-05       6.121770575390e-01       5.968460531022e-01 
       1.416527139199e-05      -2.936656859913e-05      -2.202509675009e-05      -2.202509817783e-05      -2.202509815687e-05      -2.936654194816e-05      -2.223445730738e-05       6.121769741776e-01       5.968459986292e-01 
       1.529530821670e-05      -3.423885851149e-05      -2.567937538288e-05      -2.567937732368e-05      -2.567937729519e-05      -3.423882228336e-05      -2.592347076143e-05       6.121768788460e-01       5.968459366841e-01 
       1.651549391254e-05      -3.991951707154e-05      -2.993995249344e-05      -2.993995513168e-05      -2.993995509295e-05      -3.991946782468e-05      -3.022454531831e-05       6.121768047479e-01       5.968459027911e-01 
       1.783302012034e-05      -4.654265299362e-05      -3.490741752045e-05      -3.490742110674e-05      -3.490742105410e-05      -4.654258604972e-05      -3.523922633835e-05       6.121766686864e-01       5.968458119761e-01 
       1.925565219523e-05      -5.426463124655e-05      -4.069905493334e-05      -4.069905980838e-05      -4.069905973683e-05      -5.426454024614e-05      -4.108591281837e-05       6.121765090405e-01       5.968457052820e-01 
       2.079177497483e-05      -6.326775546990e-05      -4.745160706508e-05      -4.745161369202e-05      -4.745161359475e-05      -6.326763176824e-05      -4.790264645348e-05       6.121763331199e-01       5.968455910624e-01 
       2.245044219853e-05      -7.376456835184e-05      -5.532450078307e-05      -5.532450979139e-05      -5.532450965916e-05      -7.376440019787e-05      -5.585036893420e-05       6.121761112310e-01       5.968454407747e-01 
       2.424142986925e-05      -8.600287578195e-05      -6.450361748856e-05      -6.450362973406e-05      -6.450362955431e-05      -8.600264720141e-05      -6.511672772051e-05       6.121758573569e-01       5.968452713191e-01 
       2.617529387212e-05      -1.002715893347e-04      -7.520567754286e-05      -7.520569418932e-05      -7.520569394497e-05      -1.002712786126e-04      -7.592050206087e-05       6.121755701910e-01       5.968450830348e-01 
       2.826343218975e-05      -1.169075397865e-04      -8.768335389473e-05      -8.768337652271e-05      -8.768337619056e-05      -1.169071174082e-04      -8.851676511165e-05       6.121752159273e-01       5.968448417962e-01 
       3.051815208062e-05      -1.363034388610e-04      -1.022312481140e-04      -1.022312788735e-04      -1.022312784220e-04      -1.363028647017e-04      -1.032029166246e-04       6.121748145828e-01       5.968445733129e-01 
       3.295274261680e-05      -1.589171312599e-04      -1.191928358659e-04      -1.191928776790e-04      -1.191928770653e-04      -1.589163507783e-04      -1.203256942268e-04       6.121743552462e-01       5.968442691308e-01 
       3.558155300819e-05      -1.852823931875e-04      -1.389685745502e-04      -1.389686313890e-04      -1.389686305547e-04      -1.852813322435e-04      -1.402893578416e-04       6.121738048584e-01       5.968438992597e-01 
       3.842007717529e-05      -2.160215378347e-04      -1.620253693134e-04      -1.620254465776e-04      -1.620254454435e-04      -2.160200956479e-04      -1.635652452891e-04       6.121731677234e-01       5.968434727033e-01 
