# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_dmeff          13:T_dmeff               14:Vrel_dmeff            15:dkappa_dmeff          16:dkappaT_dmeff         17:cdmeff2               18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_tot            22:(.)p_tot              23:(.)p_tot_prime        24:gr.fac. D             25:gr.fac. f          
       8.980856820338e+13       9.372567846669e-26       5.162291927263e-09       1.739952088621e+22       1.415189798879e+04       1.575784835668e-10       1.270961695734e+18       2.980024645718e-09       1.789988176302e+44       1.803957601300e+33       8.059570747630e+19       9.680148935709e+33       2.447732513037e+14       0.000000000000e+00       1.882996610727e+20       2.005712497764e+15       3.436117626462e+06       3.530299370118e-08       1.237445094279e+44       3.027433270696e+44       3.027433270696e+44       1.009144423527e+44      -7.820469616928e+52       6.586276043855e-06       1.646118170433e+00 
       8.884838741853e+13       9.576240376613e-26       5.216861609370e-09       1.702945872203e+22       1.415189798879e+04       1.592814276092e-10       1.257373315216e+18       3.012229646798e-09       1.714657057307e+44       1.746713423485e+33       7.803820002344e+19       9.372973109315e+33       2.421562785803e+14       0.000000000000e+00       1.833069711471e+20       1.952531836025e+15       3.400134127062e+06       3.530299370118e-08       1.185367586236e+44       2.900024643655e+44       2.900024643655e+44       9.666748811811e+43      -7.411254369381e+52       6.702814214471e-06       1.617498012609e+00 
       8.789847232612e+13       9.784338856396e-26       5.273250280879e-09       1.666726723466e+22       1.415189798879e+04       1.610027752961e-10       1.243930213730e+18       3.044782685987e-09       1.642496226007e+44       1.691285749500e+33       7.556184880801e+19       9.075544755708e+33       2.395672850003e+14       0.000000000000e+00       1.784466603902e+20       1.900761238178e+15       3.364444204136e+06       3.530299370118e-08       1.135481744601e+44       2.777977970715e+44       2.777977970715e+44       9.259926568692e+43      -7.023451789746e+52       6.819352385082e-06       1.589856053482e+00 
       8.695871317136e+13       9.996959462967e-26       5.331457941793e-09       1.631277902639e+22       1.415189798879e+04       1.627427255151e-10       1.230630838038e+18       3.077687524502e-09       1.573372261788e+44       1.637616937045e+33       7.316407853551e+19       8.787554562703e+33       2.370059714283e+14       0.000000000000e+00       1.737152188220e+20       1.850363316951e+15       3.329125493176e+06       3.530299370118e-08       1.087695333746e+44       2.661067595638e+44       2.661067595638e+44       8.870225318445e+43      -6.655941435054e+52       6.935890555689e-06       1.563142985411e+00 
       8.602900137289e+13       1.021420046245e-25       5.387846613303e-09       1.596583025983e+22       1.415189798879e+04       1.645014793029e-10       1.217473651507e+18       3.110947964195e-09       1.507157359005e+44       1.585651172954e+33       7.084239563209e+19       8.508703033382e+33       2.344720419281e+14       0.000000000000e+00       1.691092295285e+20       1.801301676382e+15       3.294288093252e+06       3.530299370118e-08       1.041919999751e+44       2.549077358857e+44       2.549077358857e+44       8.496924529186e+43      -6.307661490828e+52       7.052428726291e-06       1.537312759907e+00 
       8.510922951025e+13       1.043616225893e-25       5.446054274216e-09       1.562626058217e+22       1.415189798879e+04       1.662792398689e-10       1.204457133934e+18       3.144567848029e-09       1.443729090674e+44       1.535334415158e+33       6.859438565141e+19       8.238700174627e+33       2.319652037252e+14       0.000000000000e+00       1.646253661929e+20       1.753540885528e+15       3.259937950364e+06       3.530299370118e-08       9.980711070464e+43       2.441800197818e+44       2.441800197818e+44       8.139333992402e+43      -5.977605703280e+52       7.168966896887e-06       1.512322322709e+00 
       8.419929131143e+13       1.066294744229e-25       5.506080924533e-09       1.529391305106e+22       1.415189798879e+04       1.680762126186e-10       1.191579781368e+18       3.178551060534e-09       1.382970182115e+44       1.486614336480e+33       6.641771076361e+19       7.977265195541e+33       2.294851671730e+14       0.000000000000e+00       1.602603906936e+20       1.707046452870e+15       3.225933750383e+06       3.530299370118e-08       9.560675819248e+43       2.339037764134e+44       2.339037764134e+44       7.796792546798e+43      -5.664820472032e+52       7.285505067477e-06       1.488131374309e+00 
       8.329908164066e+13       1.089466082148e-25       5.564288585447e-09       1.496863406209e+22       1.415189798879e+04       1.698926051771e-10       1.178840105939e+18       3.212901528124e-09       1.324768294116e+44       1.439440270216e+33       6.431010732419e+19       7.724126215441e+33       2.270316457285e+14       0.000000000000e+00       1.560111507691e+20       1.661784801447e+15       3.192516055684e+06       3.530299370118e-08       9.158317626413e+43       2.240600056849e+44       2.240600056849e+44       7.468666855858e+43      -5.368402094962e+52       7.402043238060e-06       1.464702153154e+00 
       8.240849648618e+13       1.113140949342e-25       5.624315235764e-09       1.465027327780e+22       1.415189798879e+04       1.717286274137e-10       1.166236635682e+18       3.247623219745e-09       1.269015815230e+44       1.393763157448e+33       6.226938351984e+19       7.479019981109e+33       2.246043559048e+14       0.000000000000e+00       1.518745777360e+20       1.617723244547e+15       3.159521234004e+06       3.530299370118e-08       8.772892558222e+43       2.146305071141e+44       2.146305071141e+44       7.154350236842e+43      -5.087494157226e+52       7.518581408642e-06       1.441999238858e+00 
       8.152743294829e+13       1.137330287972e-25       5.686160875484e-09       1.433868355815e+22       1.415189798879e+04       1.735844914652e-10       1.153767914372e+18       3.282720147207e-09       1.215609662805e+44       1.349535496021e+33       6.029341708908e+19       7.241691593026e+33       2.222030172484e+14       0.000000000000e+00       1.478476842767e+20       1.574829962146e+15       3.126917760885e+06       3.530299370118e-08       8.403687989172e+43       2.055978461808e+44       2.055978461808e+44       6.853261539073e+43      -4.821285056888e+52       7.635119579223e-06       1.419989373603e+00 
       8.065578922741e+13       1.162045278020e-25       5.748006515205e-09       1.403372089259e+22       1.415189798879e+04       1.754604117615e-10       1.141432501352e+18       3.318196365693e-09       1.164451092389e+44       1.306711291147e+33       5.838015311520e+19       7.011894240284e+33       2.198273523026e+14       0.000000000000e+00       1.439275622807e+20       1.533073977907e+15       3.094613258513e+06       3.530299370118e-08       8.050021284391e+43       1.969453220911e+44       1.969453220911e+44       6.564844069427e+43      -4.569005660037e+52       7.751657749805e-06       1.398641299539e+00 
       7.979346461238e+13       1.187297342355e-25       5.809852154925e-09       1.373524433344e+22       1.415189798879e+04       1.773566050496e-10       1.129228971367e+18       3.354055974187e-09       1.115445515164e+44       1.265246007567e+33       5.652760188926e+19       6.789388943914e+33       2.174770865791e+14       0.000000000000e+00       1.401113807457e+20       1.492425136825e+15       3.062595960491e+06       3.530299370118e-08       7.711238537489e+43       1.886569368994e+44       1.886569368994e+44       6.288564563044e+43      -4.329927078597e+52       7.868195920388e-06       1.377925610716e+00 
       7.894035946874e+13       1.213098151992e-25       5.871697794646e-09       1.344311593079e+22       1.415189798879e+04       1.792732904187e-10       1.117155914400e+18       3.390303115974e-09       1.068502323054e+44       1.225096523241e+33       5.473383684083e+19       6.573944308360e+33       2.151519485240e+14       0.000000000000e+00       1.363963837318e+20       1.452854083444e+15       3.030853515241e+06       3.530299370118e-08       7.386713361536e+43       1.807173659286e+44       1.807173659286e+44       6.023912197359e+43      -4.103358564413e+52       7.984734090972e-06       1.357814617910e+00 
       7.809637522728e+13       1.239459631417e-25       5.935362423770e-09       1.315720066869e+22       1.415189798879e+04       1.812106893259e-10       1.105211935511e+18       3.426941979096e-09       1.023534721195e+44       1.186221084502e+33       5.299699253452e+19       6.365336280839e+33       2.128516694876e+14       0.000000000000e+00       1.327798883723e+20       1.414332240658e+15       2.999423783557e+06       3.530299370118e-08       7.075845730907e+43       1.731119294361e+44       1.731119294361e+44       5.770397647618e+43      -3.888645513540e+52       8.101272261556e-06       1.338282225163e+00 
       7.726141437266e+13       1.266393964495e-25       5.999027052894e-09       1.287736640280e+22       1.415189798879e+04       1.831690256217e-10       1.093395654672e+18       3.463976796876e-09       9.804595674597e+43       1.148579262631e+33       5.131526272991e+19       6.163347918333e+33       2.105759836916e+14       0.000000000000e+00       1.292592829355e+20       1.376831789068e+15       2.968289974814e+06       3.530299370118e-08       6.778060871876e+43       1.658265654720e+44       1.658265654720e+44       5.527552182158e+43      -3.685167574952e+52       8.217810432141e-06       1.319303816799e+00 
       7.643538043208e+13       1.293913599522e-25       6.064510671422e-09       1.260348379931e+22       1.415189798879e+04       1.851485255754e-10       1.081705706609e+18       3.501411848364e-09       9.391972187335e+43       1.112131911819e+33       4.968689850325e+19       5.967769161979e+33       2.083246282002e+14       0.000000000000e+00       1.258320249386e+20       1.340325646900e+15       2.937490992143e+06       3.530299370118e-08       6.492808199900e+43       1.588478038794e+44       1.588478038794e+44       5.294926795745e+43      -3.492336858217e+52       8.334348602726e-06       1.300856153933e+00 
       7.561817796419e+13       1.322031255631e-25       6.129994289950e-09       1.233542627512e+22       1.415189798879e+04       1.871494179018e-10       1.070140740648e+18       3.539251458876e-09       8.996713836576e+43       1.076841128449e+33       4.811020642857e+19       5.778396618619e+33       2.060973428877e+14       0.000000000000e+00       1.224956393117e+20       1.304787450437e+15       2.907003532967e+06       3.530299370118e-08       6.219560301621e+43       1.521627413888e+44       1.521627413888e+44       5.072091379399e+43      -3.309596234961e+52       8.450886773311e-06       1.282917279540e+00 
       7.480971254804e+13       1.350759928560e-25       6.197296897881e-09       1.207306993937e+22       1.415189798879e+04       1.891719337874e-10       1.058699420551e+18       3.577500000474e-09       8.618089815724e+43       1.042670211687e+33       4.658354681663e+19       5.595033349278e+33       2.038938704090e+14       0.000000000000e+00       1.192477166102e+20       1.270191534985e+15       2.876796032589e+06       3.530299370118e-08       5.957811959714e+43       1.457590177610e+44       1.457590177610e+44       4.858633925146e+43      -3.136417729205e+52       8.567424943896e-06       1.265466431285e+00 
       7.400989077217e+13       1.380112895896e-25       6.262780516408e-09       1.181629353621e+22       1.415189798879e+04       1.912163069171e-10       1.047380424370e+18       3.616161892454e-09       8.255400073962e+43       1.009583625307e+33       4.510533200973e+19       5.417488664359e+33       2.017139561717e+14       0.000000000000e+00       1.160859112753e+20       1.236512916342e+15       2.846882165779e+06       3.530299370118e-08       5.707079218778e+43       1.396247929338e+44       1.396247929338e+44       4.654159764247e+43      -2.972300991933e+52       8.683963114483e-06       1.248483961328e+00 
       7.321862022383e+13       1.410103724189e-25       6.331902113743e-09       1.156497838868e+22       1.415189798879e+04       1.932827735012e-10       1.036182444288e+18       3.655241601886e-09       7.907974021903e+43       9.775469607398e+32       4.367402473059e+19       5.245577925329e+33       1.995573483042e+14       0.000000000000e+00       1.130079399394e+20       1.203727272751e+15       2.817237356816e+06       3.530299370118e-08       5.466898490527e+43       1.337487251305e+44       1.337487251305e+44       4.458290837477e+43      -2.816771855478e+52       8.800501285070e-06       1.231951262567e+00 
       7.243580947828e+13       1.440746274644e-25       6.399204721674e-09       1.131900834392e+22       1.415189798879e+04       1.953715723028e-10       1.025104186472e+18       3.694743644107e-09       7.575169291715e+43       9.465269012863e+32       4.228813648365e+19       5.079122352710e+33       1.974237976284e+14       0.000000000000e+00       1.100115797776e+20       1.171810927336e+15       2.787858754533e+06       3.530299370118e-08       5.236825696652e+43       1.281199498897e+44       1.281199498897e+44       4.270664996122e+43      -2.669380963551e+52       8.917039455658e-06       1.215850700615e+00 
       7.166136808825e+13       1.472054709184e-25       6.468326319009e-09       1.107826971948e+22       1.415189798879e+04       1.974829446651e-10       1.014144370922e+18       3.734672583232e-09       7.256370549422e+43       9.164911874726e+32       4.094622600714e+19       4.917948840153e+33       1.953130576312e+14       0.000000000000e+00       1.070946669027e+20       1.140740831008e+15       2.758784192222e+06       3.530299370118e-08       5.016435447747e+43       1.227280599775e+44       1.227280599775e+44       4.090935332390e+43      -2.529702472961e+52       9.033577626245e-06       1.200165551047e+00 
       7.089520657347e+13       1.504043498601e-25       6.539266905747e-09       1.084265125076e+22       1.415189798879e+04       1.996171345396e-10       1.003301731322e+18       3.775033032744e-09       6.950988357200e+43       8.874085834999e+32       3.964689777418e+19       4.761889774412e+33       1.932248844327e+14       0.000000000000e+00       1.042550948014e+20       1.110494545808e+15       2.729954456967e+06       3.530299370118e-08       4.805320256793e+43       1.175630861456e+44       1.175630861456e+44       3.918769537997e+43      -2.397332823260e+52       9.150115796833e-06       1.184879941484e+00 
       7.013723641037e+13       1.536727426445e-25       6.608388503082e-09       1.061204403959e+22       1.415189798879e+04       2.017743885144e-10       9.925750148954e+17       3.815829655913e-09       6.658458083535e+43       8.592488447607e+32       3.838880054152e+19       4.610782861041e+33       1.911590367643e+14       0.000000000000e+00       1.014908128148e+20       1.081050228722e+15       2.701462310294e+06       3.530299370118e-08       4.603089785739e+43       1.126154786982e+44       1.126154786982e+44       3.753849289758e+43      -2.271889570773e+52       9.266653967422e-06       1.169978797974e+00 
       6.938737002177e+13       1.570121599685e-25       6.681148079224e-09       1.038634150391e+22       1.415189798879e+04       2.039549558422e-10       9.819629822588e+17       3.857067166497e-09       6.378238859265e+43       8.319826863865e+32       3.717062594432e+19       4.464470955607e+33       1.891152759320e+14       0.000000000000e+00       9.879982465507e+19       1.052386615880e+15       2.673208971932e+06       3.530299370118e-08       4.409370123796e+43       1.078760898359e+44       1.078760898359e+44       3.595869661020e+43      -2.153010283641e+52       9.383192138012e-06       1.155447795457e+00 
       6.864552076686e+13       1.604241451202e-25       6.752088665962e-09       1.016543932851e+22       1.415189798879e+04       2.061590884693e-10       9.714644072802e+17       3.898750329094e-09       6.109812577545e+43       8.055817527920e+32       3.599110713548e+19       4.322801900275e+33       1.870933657988e+14       0.000000000000e+00       9.618018696648e+19       1.024483007229e+15       2.645297239382e+06       3.530299370118e-08       4.223803096099e+43       1.033361567416e+44       1.033361567416e+44       3.444538557881e+43      -2.040351494675e+52       9.499730308605e-06       1.141273311780e+00 
       6.791160293113e+13       1.639102751793e-25       6.826667231508e-09       9.949235416786e+21       1.415189798879e+04       2.083870410649e-10       9.610780769367e+17       3.940883959899e-09       5.852682935902e+43       7.800185881873e+32       3.484901746820e+19       4.185628365562e+33       1.850930727474e+14       0.000000000000e+00       9.363000791930e+19       9.973192515572e+14       2.617623346567e+06       3.530299370118e-08       4.046045601464e+43       9.898728537863e+43       9.898728537863e+43       3.299576179122e+43      -1.933587709010e+52       9.616268479200e-06       1.127442385156e+00 
       6.718553171646e+13       1.674721612502e-25       6.899426807649e-09       9.737629843605e+21       1.415189798879e+04       2.106390710506e-10       9.508027911742e+17       3.983472927056e-09       5.606374518605e+43       7.552666080245e+32       3.374316922032e+19       4.052807697129e+33       1.831141656627e+14       0.000000000000e+00       9.114744584609e+19       9.708757319653e+14       2.590270308712e+06       3.530299370118e-08       3.875768978021e+43       9.482143497107e+43       9.482143497107e+43       3.160714498875e+43      -1.832410463685e+52       9.732806649796e-06       1.113942674577e+00 
       6.646722323137e+13       1.711114496628e-25       6.974005373195e-09       9.530524809081e+21       1.415189798879e+04       2.129154386295e-10       9.406373627688e+17       4.026522151405e-09       5.370431917652e+43       7.313000713516e+32       3.267241235911e+19       3.924201767422e+33       1.811564158966e+14       0.000000000000e+00       8.873070790947e+19       9.451333516781e+14       2.563167269500e+06       3.530299370118e-08       3.712658395534e+43       9.083090313651e+43       9.083090313651e+43       3.027696771062e+43      -1.736527436420e+52       9.849344820394e-06       1.100762423135e+00 
       6.575659448129e+13       1.748298223627e-25       7.050402928144e-09       9.327824593390e+21       1.415189798879e+04       2.152164068171e-10       9.305806171897e+17       4.070036606903e-09       5.144418890750e+43       7.080940540422e+32       3.163563334534e+19       3.799676832026e+33       1.792195972485e+14       0.000000000000e+00       8.637804880916e+19       9.200735202711e+14       2.536351307460e+06       3.530299370118e-08       3.556412273305e+43       8.700831164506e+43       8.700831164506e+43       2.900277054685e+43      -1.645661601045e+52       9.965882990994e-06       1.087890423833e+00 
       6.505356335897e+13       1.786289979286e-25       7.124981493689e-09       9.129435512529e+21       1.415189798879e+04       2.175422414711e-10       9.206313924636e+17       4.114021321291e-09       4.927917554735e+43       6.856244228764e+32       3.063175397521e+19       3.679103390578e+33       1.773034859348e+14       0.000000000000e+00       8.408776952044e+19       8.956781402339e+14       2.509805920718e+06       3.530299370118e-08       3.406741722570e+43       8.334659277742e+43       8.334659277742e+43       2.778219759102e+43      -1.559550427108e+52       1.008242116159e-05       1.075315987830e+00 
       6.435804863501e+13       1.825107322832e-25       7.203198038042e-09       8.935265875012e+21       1.415189798879e+04       2.198932113224e-10       9.107885390405e+17       4.158481376645e-09       4.720527612930e+43       6.638678104429e+32       2.965973025908e+19       3.562356052092e+33       1.754078605643e+14       0.000000000000e+00       8.185821606758e+19       8.719295939042e+14       2.483517126731e+06       3.530299370118e-08       3.263370012362e+43       7.983897625715e+43       7.983897625715e+43       2.661299208431e+43      -1.477945121372e+52       1.019895933220e-05       1.063028914828e+00 
       6.366996994847e+13       1.864768194326e-25       7.281414582394e-09       8.745225939499e+21       1.415189798879e+04       2.222695880059e-10       9.010509196602e+17       4.203421909935e-09       4.521865615026e+43       6.428015908379e+32       2.871855133575e+19       3.449313404559e+33       1.735325021143e+14       0.000000000000e+00       7.968777832960e+19       8.488107307481e+14       2.457513445027e+06       3.530299370118e-08       3.126032057854e+43       7.647897673289e+43       7.647897673289e+43       2.549299224293e+43      -1.400609908997e+52       1.031549750280e-05       1.051019465467e+00 
       6.298924779757e+13       1.905290925111e-25       7.359631126747e-09       8.559227873316e+21       1.415189798879e+04       2.246716460922e-10       8.914174092220e+17       4.248848113698e-09       4.331564248103e+43       6.224038561352e+32       2.780723842125e+19       3.339857888680e+33       1.716771939012e+14       0.000000000000e+00       7.757488887677e+19       8.263048549659e+14       2.431744411196e+06       3.530299370118e-08       2.994473930236e+43       7.326038178735e+43       7.326038178735e+43       2.442012726113e+43      -1.327321352337e+52       1.043203567341e-05       1.039278335603e+00 
       6.231580353053e+13       1.946694242789e-25       7.437847671099e-09       8.377185711859e+21       1.415189798879e+04       2.270996631193e-10       8.818868946538e+17       4.294765236509e-09       4.149271657499e+43       6.026533936032e+32       2.692484379091e+19       3.233875675617e+33       1.698417215614e+14       0.000000000000e+00       7.551802183980e+19       8.043957134475e+14       2.406271299764e+06       3.530299370118e-08       2.868452387215e+43       7.017724045097e+43       7.017724045097e+43       2.339241348238e+43      -1.257867705385e+52       1.054857384402e-05       1.027796632232e+00 
       6.164955933647e+13       1.988997284570e-25       7.519702194259e-09       8.199015318865e+21       1.415189798879e+04       2.295539196242e-10       8.724582747838e+17       4.341178583763e-09       3.974650796248e+43       5.835296636442e+32       2.607044979378e+19       3.131256548606e+33       1.680258730194e+14       0.000000000000e+00       7.351569180637e+19       7.830674840189e+14       2.381019942520e+06       3.530299370118e-08       2.747734423279e+43       6.722385219898e+43       6.722385219898e+43       2.240795073175e+43      -1.192048301992e+52       1.066511201463e-05       1.016565851072e+00 
       6.099043823641e+13       2.032219600463e-25       7.599737728015e-09       8.024634347525e+21       1.415189798879e+04       2.320346991759e-10       8.631304602134e+17       4.388093518077e-09       3.807378801907e+43       5.650127784345e+32       2.524316789832e+19       3.031893788347e+33       1.662294384711e+14       0.000000000000e+00       7.156645275022e+19       7.623047640343e+14       2.356065752541e+06       3.530299370118e-08       2.632096838881e+43       6.439475641148e+43       6.439475641148e+43       2.146491880263e+43      -1.129672976100e+52       1.078165018525e-05       1.005577855502e+00 
       6.033836407438e+13       2.076381168692e-25       7.683411240578e-09       7.853962202427e+21       1.415189798879e+04       2.345422884079e-10       8.539023731913e+17       4.435515460143e-09       3.647146399602e+43       5.470834812417e+32       2.444213776836e+19       2.935684062014e+33       1.644522103512e+14       0.000000000000e+00       6.966889698489e+19       7.420925592325e+14       2.331327423367e+06       3.530299370118e-08       2.521325827764e+43       6.168472227715e+43       6.168472227715e+43       2.056157409122e+43      -1.070561512313e+52       1.089818835586e-05       9.948248569611e-01 
       5.969326150864e+13       2.121502398305e-25       7.765265763737e-09       7.686920002301e+21       1.415189798879e+04       2.370769770511e-10       8.447729474886e+17       4.483449889119e-09       3.493657330200e+43       5.297231263987e+32       2.366652636840e+19       2.842527315793e+33       1.626939833178e+14       0.000000000000e+00       6.782165414912e+19       7.224162729290e+14       2.306870103622e+06       3.530299370118e-08       2.415216581641e+43       5.908873912178e+43       5.908873912178e+43       1.969624637280e+43      -1.014543125216e+52       1.101472652647e-05       9.842993964794e-01 
       5.905505600295e+13       2.167604144512e-25       7.848939276300e-09       7.523430543570e+21       1.415189798879e+04       2.396390579680e-10       8.357411282762e+17       4.531902343465e-09       3.346627802545e+43       5.129136599130e+32       2.291552709728e+19       2.752326670837e+33       1.609545542209e+14       0.000000000000e+00       6.602339021549e+19       7.032616954570e+14       2.282646600597e+06       3.530299370118e-08       2.313572911521e+43       5.660200714392e+43       5.660200714392e+43       1.886733571355e+43      -9.614559659450e+51       1.113126469709e-05       9.739943274738e-01 
       5.842367381797e+13       2.214707714096e-25       7.934431778267e-09       7.363418264660e+21       1.415189798879e+04       2.422288271854e-10       8.268058720024e+17       4.580878421443e-09       3.205785968747e+43       4.966376006913e+32       2.218835894934e+19       2.664988322508e+33       1.592337220847e+14       0.000000000000e+00       6.427280652819e+19       6.846149939176e+14       2.258675343672e+06       3.530299370118e-08       2.216206884969e+43       5.421992854032e+43       5.421992854032e+43       1.807330951239e+43      -9.111466545633e+51       1.124780286770e-05       9.639027995302e-01 
       5.779904200274e+13       2.262834877323e-25       8.019924280234e-09       7.206809211080e+21       1.415189798879e+04       2.448465839299e-10       8.179661462727e+17       4.630383781829e-09       3.070871421555e+43       4.808780223600e+32       2.148426570224e+19       2.580421442831e+33       1.575312880814e+14       0.000000000000e+00       6.256863886466e+19       6.664627021845e+14       2.234956114884e+06       3.530299370118e-08       2.122938478630e+43       5.193809900491e+43       5.193809900491e+43       1.731269966728e+43      -8.634698369217e+51       1.136434103832e-05       9.540182432344e-01 
