# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.04206e-05 to 53.4232 h/Mpc,
# number of wavenumbers equal to 243
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_dmeff                6:d_ur                   7:d_tot                  8:phi                    9:psi                
       1.042057218184e-05      -1.589235243698e-05      -1.191931420285e-05      -1.191931462098e-05      -1.191931461484e-05      -1.589234463181e-05      -1.203261518465e-05       6.121772528182e-01       5.968461848068e-01 
       1.125187501919e-05      -1.852910915860e-05      -1.389689966700e-05      -1.389690023538e-05      -1.389690022703e-05      -1.852909854862e-05      -1.402899859013e-05       6.121772103157e-01       5.968461608055e-01 
       1.214949517534e-05      -2.160333575279e-05      -1.620259397626e-05      -1.620259474889e-05      -1.620259473755e-05      -2.160332133005e-05      -1.635660956504e-05       6.121771270019e-01       5.968460981216e-01 
       1.311872312515e-05      -2.518761499365e-05      -1.889083652572e-05      -1.889083757600e-05      -1.889083756058e-05      -2.518759538800e-05      -1.907040491797e-05       6.121770575413e-01       5.968460531049e-01 
       1.416527139199e-05      -2.936656859916e-05      -2.202509675010e-05      -2.202509817782e-05      -2.202509815685e-05      -2.936654194814e-05      -2.223445730736e-05       6.121769741788e-01       5.968459986308e-01 
       1.529530821670e-05      -3.423885851156e-05      -2.567937538292e-05      -2.567937732369e-05      -2.567937729519e-05      -3.423882228338e-05      -2.592347076144e-05       6.121768788476e-01       5.968459366861e-01 
       1.651549391254e-05      -3.991951707162e-05      -2.993995249348e-05      -2.993995513167e-05      -2.993995509294e-05      -3.991946782468e-05      -3.022454531830e-05       6.121768047493e-01       5.968459027929e-01 
       1.783302012034e-05      -4.654265299371e-05      -3.490741752049e-05      -3.490742110673e-05      -3.490742105407e-05      -4.654258604971e-05      -3.523922633834e-05       6.121766686877e-01       5.968458119778e-01 
       1.925565219523e-05      -5.426463124668e-05      -4.069905493340e-05      -4.069905980837e-05      -4.069905973679e-05      -5.426454024612e-05      -4.108591281834e-05       6.121765090418e-01       5.968457052834e-01 
       2.079177497483e-05      -6.326775547019e-05      -4.745160706526e-05      -4.745161369210e-05      -4.745161359479e-05      -6.326763176834e-05      -4.790264645355e-05       6.121763331218e-01       5.968455910652e-01 
       2.245044219853e-05      -7.376456835203e-05      -5.532450078316e-05      -5.532450979133e-05      -5.532450965905e-05      -7.376440019780e-05      -5.585036893413e-05       6.121761112314e-01       5.968454407762e-01 
       2.424142986925e-05      -8.600287578222e-05      -6.450361748868e-05      -6.450362973399e-05      -6.450362955418e-05      -8.600264720132e-05      -6.511672772042e-05       6.121758573577e-01       5.968452713201e-01 
