# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_dmeff          13:T_dmeff               14:Vrel_dmeff            15:dkappa_dmeff          16:dkappaT_dmeff         17:cdmeff2               18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_tot            22:(.)p_tot              23:(.)p_tot_prime        24:gr.fac. D             25:gr.fac. f          
       1.314335491308e+12       4.376044002309e-22       3.526893124217e-07       3.726612324361e+18       1.415189798845e+04       1.076734066913e-08       1.860034179560e+16       2.036251386014e-07       8.211150524326e+36       5.654467529489e+27       2.526255664836e+14       3.034222522643e+28       3.582221354308e+12       0.000000000000e+00       6.300922158418e+16       8.667210874100e+12       3.946428099359e+03       3.530299370118e-08       5.676488855753e+36       1.388763941608e+37       1.388763941608e+37       4.629213126693e+36      -5.250191539100e+43       5.238577730841e-05       2.069605422529e-01 
       1.300283383488e+12       4.471138528697e-22       3.565000952221e-07       3.647352772909e+18       1.415189798844e+04       1.088370286674e-08       1.840147779920e+16       2.058257069057e-07       7.865586701377e+36       5.475036846374e+27       2.446091126389e+14       2.937938899628e+28       3.543922334717e+12       0.000000000000e+00       6.133855736815e+16       8.437403257117e+12       3.904797456469e+03       3.530299370118e-08       5.437595513815e+36       1.330318225005e+37       1.330318225005e+37       4.434394071731e+36      -4.975469107450e+43       5.250231548124e-05       2.065011567761e-01 
       1.286381512601e+12       4.568299526798e-22       3.603527147789e-07       3.569778955296e+18       1.415189798844e+04       1.100132258572e-08       1.820473994056e+16       2.080500566594e-07       7.534565828942e+36       5.301299956684e+27       2.368470413301e+14       2.844710601656e+28       3.506032785879e+12       0.000000000000e+00       5.971219014308e+16       8.213688896838e+12       3.863588777507e+03       3.530299370118e-08       5.208755926983e+36       1.274332178967e+37       1.274332178967e+37       4.247773918641e+36      -4.715121849334e+43       5.261885365408e-05       2.060438061580e-01 
       1.272628272402e+12       4.667571900921e-22       3.642471710918e-07       3.493855018447e+18       1.415189798844e+04       1.112021341606e-08       1.801010548825e+16       2.102984448664e-07       7.217475871281e+36       5.133076181826e+27       2.293312803504e+14       2.754440675468e+28       3.468548329993e+12       0.000000000000e+00       5.812894539221e+16       7.995906233030e+12       3.822824271504e+03       3.530299370118e-08       4.989546985970e+36       1.220702288993e+37       1.220702288993e+37       4.069007619084e+36      -4.468397566930e+43       5.273539182695e-05       2.055884769070e-01 
       1.259022073820e+12       4.769001535291e-22       3.681834641611e-07       3.419545871831e+18       1.415189798843e+04       1.124038909460e-08       1.781755195389e+16       2.125711313113e-07       6.913730549997e+36       4.970190576597e+27       2.220540136443e+14       2.667035244378e+28       3.431464636010e+12       0.000000000000e+00       5.658767974019e+16       7.783897989106e+12       3.782459256414e+03       3.530299370118e-08       4.779563387917e+36       1.169329396955e+37       1.169329396955e+37       3.897764645971e+36      -4.234583422053e+43       5.285192999985e-05       2.051351556539e-01 
       1.245561344769e+12       4.872635305410e-22       3.721634129761e-07       3.346817171238e+18       1.415189798843e+04       1.136186350664e-08       1.762705708952e+16       2.148683785816e-07       6.622768260046e+36       4.812473747255e+27       2.150076731801e+14       2.582403410648e+28       3.394777419257e+12       0.000000000000e+00       5.508728012839e+16       7.577511058686e+12       3.742539481145e+03       3.530299370118e-08       4.578416887014e+36       1.120118517770e+37       1.120118517770e+37       3.733728382353e+36      -4.013003876611e+43       5.296846817276e-05       2.046838291425e-01 
       1.232244529976e+12       4.978521112594e-22       3.761851985473e-07       3.275635302913e+18       1.415189798842e+04       1.148465068754e-08       1.743859888503e+16       2.171904521079e-07       6.344051031362e+36       4.659761675351e+27       2.081849310788e+14       2.500457160955e+28       3.358482440786e+12       0.000000000000e+00       5.362666300979e+16       7.376596394850e+12       3.703004534369e+03       3.530299370118e-08       4.385735576662e+36       1.072978663769e+37       1.072978663769e+37       3.576595536008e+36      -3.803018740836e+43       5.308500634571e-05       2.042344842384e-01 
       1.219070090793e+12       5.086707890878e-22       3.802506398642e-07       3.205967368011e+18       1.415189798842e+04       1.160876482434e-08       1.725215556565e+16       2.195376201834e-07       6.077063534192e+36       4.511895547161e+27       2.015786919939e+14       2.421111274866e+28       3.322575507062e+12       0.000000000000e+00       5.220477356794e+16       7.181008902696e+12       3.663909766419e+03       3.530299370118e-08       4.201163201838e+36       1.027822676475e+37       1.027822676475e+37       3.426075578677e+36      -3.604021323638e+43       5.320154451868e-05       2.037871079163e-01 
       1.206036505023e+12       5.197245646612e-22       3.843597369269e-07       3.137781167401e+18       1.415189798842e+04       1.173422025740e-08       1.706770558940e+16       2.219101540073e-07       5.821312126280e+36       4.368721588526e+27       1.951820857322e+14       2.344283236208e+28       3.287052469289e+12       0.000000000000e+00       5.082058495365e+16       6.990607334355e+12       3.625190606821e+03       3.530299370118e-08       4.024358500407e+36       9.845670654498e+36       9.845670654498e+36       3.281890208895e+36      -3.415436679753e+43       5.331808269168e-05       2.033416872713e-01 
       1.193142266743e+12       5.310185464353e-22       3.885143087246e-07       3.071045186778e+18       1.415189798841e+04       1.186103148204e-08       1.688522764463e+16       2.243083277032e-07       5.576323940157e+36       4.230090904933e+27       1.889884601092e+14       2.269893147257e+28       3.251909223113e+12       0.000000000000e+00       4.947309754492e+16       6.805254187180e+12       3.586891456357e+03       3.530299370118e-08       3.854994572149e+36       9.431318539235e+36       9.431318539235e+36       3.143772837435e+36      -3.236719948602e+43       5.343462086470e-05       2.028982095050e-01 
       1.180385886133e+12       5.425579544606e-22       3.927125362679e-07       3.005728582101e+18       1.415189798841e+04       1.198921315025e-08       1.670470064752e+16       2.267324183618e-07       5.341646008843e+36       4.095859326672e+27       1.829913740315e+14       2.197863645649e+28       3.217141708005e+12       0.000000000000e+00       4.816133822386e+16       6.624815604289e+12       3.548984225836e+03       3.530299370118e-08       3.692758274343e+36       9.034404309260e+36       9.034404309260e+36       3.011468094395e+36      -3.067354780074e+43       5.355115903775e-05       2.024566619344e-01 
       1.167765889297e+12       5.543481219924e-22       3.969562385464e-07       2.941801165335e+18       1.415189798840e+04       1.211878007236e-08       1.652610373968e+16       2.291827060661e-07       5.116844428335e+36       3.965887258905e+27       1.771845907976e+14       2.128119823923e+28       3.182745906872e+12       0.000000000000e+00       4.688435967459e+16       6.449161277987e+12       3.511468420736e+03       3.530299370118e-08       3.537349642784e+36       8.654194096366e+36       8.654194096366e+36       2.884731357040e+36      -2.906851842683e+43       5.366769721082e-05       2.020170319853e-01 
